Id;Postcode;Woonplaats;Gemeente;Provincie;Postcode_Coordinaat_X;Postcode_Coordinaat_Y;Plaats_Coordinaat_X;Plaats_Coordinaat_Y;Postcode_Lengtegraad;Postcode_Breedtegraad;Plaats_Lengtegraad;Plaats_Breedtegraad;Postcode_Locatie;Plaats_Locatie
1;1012;Amsterdam;Amsterdam;Noord-Holland;122844,3423;484937,7415;121485,6913;485281,581;4,91529732;52,35142669;4,89467583;52,35447084;0xE6100000010C3EE8D9ACFA2C4A407E1D386744A91340;0xE6100000010C4C378941602D4A40878A71FE26941340
2;1025;Amsterdam;Amsterdam;Noord-Holland;124247,6667;490322,3269;121485,6913;485281,581;4,935350705;52,39985085;4,89467583;52,35447084;0xE6100000010CD0D556EC2F334A402041F163CCBD1340;0xE6100000010C4C378941602D4A40878A71FE26941340
3;1035;Amsterdam;Amsterdam;Noord-Holland;121368,9678;492252,3523;121485,6913;485281,581;4,89285572;52,41708449;4,89467583;52,35447084;0xE6100000010CAF94658863354A4051A04FE449921340;0xE6100000010C4C378941602D4A40878A71FE26941340
4;1036;Amsterdam;Amsterdam;Noord-Holland;122016,5614;491230,6707;121485,6913;485281,581;4,902502175;52,40790822;4,89467583;52,35447084;0xE6100000010CEA04341136344A405C8FC2F5289C1340;0xE6100000010C4C378941602D4A40878A71FE26941340
5;1041;Amsterdam;Amsterdam;Noord-Holland;117831,1568;491800,7754;121485,6913;485281,581;4,84090528;52,41273209;4,89467583;52,35447084;0xE6100000010C9487855AD3344A407784D382175D1340;0xE6100000010C4C378941602D4A40878A71FE26941340
6;1042;Amsterdam;Amsterdam;Noord-Holland;117306,7778;491064,9412;121485,6913;485281,581;4,83331842;52,40609814;4,89467583;52,35447084;0xE6100000010CEB73B515FB334A402F698CD651551340;0xE6100000010C4C378941602D4A40878A71FE26941340
7;1043;Amsterdam;Amsterdam;Noord-Holland;116589,5652;489296,4161;121485,6913;485281,581;4,82297091;52,39023861;4,89467583;52,35447084;0xE6100000010C1973D712F2314A40425BCEA5B84A1340;0xE6100000010C4C378941602D4A40878A71FE26941340
8;1044;Amsterdam;Amsterdam;Noord-Holland;115728,012;491015,0819;121485,6913;485281,581;4,8101774;52,4055526;4,89467583;52,35447084;0xE6100000010CF9A067B3EA334A403D7E6FD39F3D1340;0xE6100000010C4C378941602D4A40878A71FE26941340
9;1045;Amsterdam;Amsterdam;Noord-Holland;114251,172;491784,872;121485,6913;485281,581;4,78825215;52,41233468;4,89467583;52,35447084;0xE6100000010C0612143FC6344A40BA490C022B271340;0xE6100000010C4C378941602D4A40878A71FE26941340
10;1047;Amsterdam;Amsterdam;Noord-Holland;111966,6383;491023,4129;121485,6913;485281,581;4,754850755;52,40535325;4,89467583;52,35447084;0xE6100000010C32E6AE25E4334A40DB8AFD65F7041340;0xE6100000010C4C378941602D4A40878A71FE26941340
11;1054;Amsterdam;Amsterdam;Noord-Holland;119637,3302;487136,9754;121485,6913;485281,581;4,86808312;52,37093299;4,89467583;52,35447084;0xE6100000010C0F0BB5A6792F4A40293FA9F6E9781340;0xE6100000010C4C378941602D4A40878A71FE26941340
12;1055;Amsterdam;Amsterdam;Noord-Holland;118651,365;488188,8771;121485,6913;485281,581;4,85338376;52,38035598;4,89467583;52,35447084;0xE6100000010CFFB27BF2B0304A40EE3D5C72DC691340;0xE6100000010C4C378941602D4A40878A71FE26941340
13;1060;Amsterdam;Amsterdam;Noord-Holland;113634,2469;484858,5;121485,6913;485281,581;4,780063985;52,35006587;4,89467583;52,35447084;0xE6100000010C302AA913D02C4A40C9AB730CC81E1340;0xE6100000010C4C378941602D4A40878A71FE26941340
14;1063;Amsterdam;Amsterdam;Noord-Holland;116447;488286,625;121485,6913;485281,581;4,82093767;52,38113135;4,89467583;52,35447084;0xE6100000010CB84082E2C7304A40B8E9CF7EA4481340;0xE6100000010C4C378941602D4A40878A71FE26941340
15;1065;Amsterdam;Amsterdam;Noord-Holland;116691,8334;485713,5344;121485,6913;485281,581;4,824855735;52,35799741;4,89467583;52,35447084;0xE6100000010CE7FBA9F1D22D4A403F1D8F19A84C1340;0xE6100000010C4C378941602D4A40878A71FE26941340
16;1068;Amsterdam;Amsterdam;Noord-Holland;115438,7;485772,4781;121485,6913;485281,581;4,80646274;52,35842192;4,89467583;52,35447084;0xE6100000010C76711B0DE02D4A40EF2076A6D0391340;0xE6100000010C4C378941602D4A40878A71FE26941340
17;1073;Amsterdam;Amsterdam;Noord-Holland;120845,1652;484519,826;121485,6913;485281,581;4,886002095;52,34751085;4,89467583;52,35447084;0xE6100000010C14AE47E17A2C4A4025068195438B1340;0xE6100000010C4C378941602D4A40878A71FE26941340
18;1078;Amsterdam;Amsterdam;Noord-Holland;121705,6197;484113,7439;121485,6913;485281,581;4,898591765;52,3439355;4,89467583;52,35447084;0xE6100000010C158C4AEA042C4A40F20C1AFA27981340;0xE6100000010C4C378941602D4A40878A71FE26941340
19;1081;Amsterdam;Amsterdam;Noord-Holland;118521,7707;482548,7;121485,6913;485281,581;4,8520333;52,32968916;4,89467583;52,35447084;0xE6100000010CE0BE0E9C332A4A40F1D7648D7A681340;0xE6100000010C4C378941602D4A40878A71FE26941340
20;1095;Amsterdam;Amsterdam;Noord-Holland;125648,8983;486746,1689;121485,6913;485281,581;4,956247095;52,36784082;4,89467583;52,35447084;0xE6100000010C02BC0512142F4A403333333333D31340;0xE6100000010C4C378941602D4A40878A71FE26941340
21;1097;Amsterdam;Amsterdam;Noord-Holland;123955,2023;484396,7389;121485,6913;485281,581;4,931623555;52,34661231;4,89467583;52,35447084;0xE6100000010C956588635D2C4A40B532E197FAB91340;0xE6100000010C4C378941602D4A40878A71FE26941340
22;1102;Amsterdam;Amsterdam;Noord-Holland;125375,6282;480974,0517;121485,6913;485281,581;4,952741735;52,3159192;4,89467583;52,35447084;0xE6100000010C386744696F284A403A5D16139BCF1340;0xE6100000010C4C378941602D4A40878A71FE26941340
23;1103;Amsterdam;Amsterdam;Noord-Holland;126811,7084;481778,4048;121485,6913;485281,581;4,97372482;52,32322708;4,89467583;52,35447084;0xE6100000010C9A081B9E5E294A4030D80DDB16E51340;0xE6100000010C4C378941602D4A40878A71FE26941340
24;1107;Amsterdam;Amsterdam;Noord-Holland;127272,1834;478361,5652;121485,6913;485281,581;4,980760185;52,2925383;4,89467583;52,35447084;0xE6100000010C3D0AD7A370254A405CE674594CEC1340;0xE6100000010C4C378941602D4A40878A71FE26941340
25;1108;Amsterdam;Amsterdam;Noord-Holland;128037,6104;480015,1201;121485,6913;485281,581;4,99187663;52,30746401;4,89467583;52,35447084;0xE6100000010C8FC2F5285C274A40D6390664AFF71340;0xE6100000010C4C378941602D4A40878A71FE26941340
26;1111;Diemen;Diemen;Noord-Holland;127396,5729;484032,3462;127021,8862;483324,5173;4,982160925;52,34351518;4,97671685;52,33715684;0xE6100000010C8716D9CEF72B4A40E8C1DD59BBED1340;0xE6100000010C091B9E5E292B4A408065A54929E81340
27;1113;Diemen;Diemen;Noord-Holland;127299,4513;484586,892;127021,8862;483324,5173;4,980667815;52,34849338;4,97671685;52,33715684;0xE6100000010CF853E3A59B2C4A405CACA8C134EC1340;0xE6100000010C091B9E5E292B4A408065A54929E81340
28;1151;Broek in Waterland;Waterland;Noord-Holland;128642,6393;494292,9521;128642,6393;494292,9521;4,99960672;52,43581814;4,99960672;52,43581814;0xE6100000010C64CC5D4BC8374A40AB048BC399FF1340;0xE6100000010C64CC5D4BC8374A40AB048BC399FF1340
29;1161;Zwanenburg;Haarlemmermeer;Noord-Holland;110692,4522;487625,5443;110692,4522;487625,5443;4,73654383;52,3746964;4,73654383;52,3746964;0xE6100000010CD5E76A2BF62F4A408AC8B08A37F21240;0xE6100000010CD5E76A2BF62F4A408AC8B08A37F21240
30;1185;Amstelveen;Amstelveen;Noord-Holland;118348,137;478238,8415;118569,7725;477798,1339;4,850008205;52,29089154;4,853277515;52,28694145;0xE6100000010C053411363C254A4083177D0569661340;0xE6100000010C789CA223B9244A40D252793BC2691340
31;1186;Amstelveen;Amstelveen;Noord-Holland;119539,8159;477613,3154;118569,7725;477798,1339;4,867526075;52,28539329;4,853277515;52,28694145;0xE6100000010CA323B9FC87244A400E32C9C859781340;0xE6100000010C789CA223B9244A40D252793BC2691340
32;1218;Hilversum;Hilversum;Noord-Holland;137974,4151;475706,6418;139972,3512;471456,2702;5,137813355;52,26913724;5,167296615;52,23093337;0xE6100000010C43AD69DE71224A403E3F8C101E8D1440;0xE6100000010CBD5296218E1D4A40B37BF2B050AB1440
33;1276;Huizen;Huizen;Noord-Holland;145646,4624;478262,0111;144796,232;478068,6688;5,250090585;52,29226578;5,237672925;52,29049605;0xE6100000010C764F1E166A254A40003ACC9717001540;0xE6100000010C77BE9F1A2F254A4016F6B4C35FF31440
34;1277;Huizen;Huizen;Noord-Holland;147614,5174;478829,7348;144796,232;478068,6688;5,27894517;52,29739717;5,237672925;52,29049605;0xE6100000010C4BEA043411264A4076E09C11A51D1540;0xE6100000010C77BE9F1A2F254A4016F6B4C35FF31440
35;1312;Almere;Almere;Flevoland;141863,1705;487510,4414;145363,1299;486928,878;5,194292625;52,37530039;5,245797175;52,37020265;0xE6100000010C2B1895D409304A4065C22FF5F3C61440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
36;1316;Almere;Almere;Flevoland;143280,1448;488725,2431;145363,1299;486928,878;5,21506465;52,38626889;5,245797175;52,37020265;0xE6100000010CEF38454772314A4007B64AB038DC1440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
37;1322;Almere;Almere;Flevoland;141161,6198;484638,8052;145363,1299;486928,878;5,18410345;52,34948473;5,245797175;52,37020265;0xE6100000010CDBF97E6ABC2C4A403FC6DCB584BC1440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
38;1331;Almere;Almere;Flevoland;146923,4178;492368,7626;145363,1299;486928,878;5,268479375;52,41907058;5,245797175;52,37020265;0xE6100000010C76E09C11A5354A403485CE6BEC121540;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
39;1332;Almere;Almere;Flevoland;145108,6816;491445,6242;145363,1299;486928,878;5,24182276;52,41075252;5,245797175;52,37020265;0xE6100000010C31992A1895344A402B137EA99FF71440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
40;1335;Almere;Almere;Flevoland;148348,5273;490675,3689;145363,1299;486928,878;5,289461545;52,40387567;5,245797175;52,37020265;0xE6100000010C5D6DC5FEB2334A402A00C63368281540;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
41;1338;Almere;Almere;Flevoland;147587,5849;488653,086;145363,1299;486928,878;5,278330505;52,38569252;5,245797175;52,37020265;0xE6100000010C9A081B9E5E314A4094FB1D8A021D1540;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
42;1341;Almere;Almere;Flevoland;148472,5073;485153,4824;145363,1299;486928,878;5,29139532;52,35424125;5,245797175;52,37020265;0xE6100000010C211FF46C562D4A40B537F8C2642A1540;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
43;1351;Almere;Almere;Flevoland;143707,6623;484570,5815;145363,1299;486928,878;5,221477225;52,34893141;5,245797175;52,37020265;0xE6100000010C86C954C1A82C4A4050DF32A7CBE21440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
44;1353;Almere;Almere;Flevoland;142859,0616;483221,8282;145363,1299;486928,878;5,20907777;52,33679101;5,245797175;52,37020265;0xE6100000010C7AA52C431C2B4A40A0FD481119D61440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
45;1355;Almere;Almere;Flevoland;144118,4007;483931,9666;145363,1299;486928,878;5,227529535;52,34319846;5,245797175;52,37020265;0xE6100000010C5DFE43FAED2B4A407E6FD39FFDE81440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
46;1357;Almere;Almere;Flevoland;144406,4035;482929,8417;145363,1299;486928,878;5,231784385;52,3341996;5,245797175;52,37020265;0xE6100000010C5F29CB10C72A4A40AF777FBC57ED1440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
47;1361;Almere;Almere;Flevoland;138067,8334;483505,4967;145363,1299;486928,878;5,138760365;52,33922527;5,245797175;52,37020265;0xE6100000010CCF66D5E76A2B4A40CBF8F719178E1440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
48;1362;Almere;Almere;Flevoland;139655,652;484559,7655;145363,1299;486928,878;5,162009725;52,34873843;5,245797175;52,37020265;0xE6100000010CBF0E9C33A22C4A40F67F0EF3E5A51440;0xE6100000010C567DAEB6622F4A405D6DC5FEB2FB1440
49;1383;Weesp;Weesp;Noord-Holland;132544,887;478179,7203;132591,9133;479689,6694;5,05808531;52,29113807;5,058684935;52,30469732;0xE6100000010CCCEEC9C342254A4008E6E8F17B3B1440;0xE6100000010CAC8BDB6800274A4095B7239C163C1440
50;1384;Weesp;Weesp;Noord-Holland;131724,5;481645,5955;132591,9133;479689,6694;5,045804845;52,32224193;5,058684935;52,30469732;0xE6100000010CB7627FD93D294A4090A0F831E62E1440;0xE6100000010CAC8BDB6800274A4095B7239C163C1440
51;1394;Nederhorst den Berg;Wijdemeren;Noord-Holland;132857,0399;474941,9336;132857,0399;474941,9336;5,06290545;52,26206942;5,06290545;52,26206942;0xE6100000010C0B24287E8C214A408D5DA27A6B401440;0xE6100000010C0B24287E8C214A408D5DA27A6B401440
52;1404;Bussum;Gooise Meren;Noord-Holland;139606,3451;476402,9693;139943,9508;475968,8841;5,16164838;52,27542376;5,16665572;52,27151203;0xE6100000010CC1A8A44E40234A40F697DD9387A51440;0xE6100000010C986E1283C0224A40983446EBA8AA1440
53;1405;Bussum;Gooise Meren;Noord-Holland;138919,1379;476624,3574;139943,9508;475968,8841;5,15159414;52,2773932;5,16665572;52,27151203;0xE6100000010C88F4DBD781234A40419AB1683A9B1440;0xE6100000010C986E1283C0224A40983446EBA8AA1440
54;1422;Uithoorn;Uithoorn;Noord-Holland;116760,1092;473332,2832;116760,1092;472904,7034;4,827234765;52,24668026;4,827234765;52,24277929;0xE6100000010C2BF697DD931F4A4090149161154F1340;0xE6100000010C02BC0512141F4A4090149161154F1340
55;1431;Aalsmeer;Aalsmeer;Noord-Holland;110704,039;473774,1776;111743,8297;475427,7058;4,73864502;52,25012226;4,75368849;52,26511553;0xE6100000010C645DDC4603204A40F8C264AA60F41240;0xE6100000010CB515FBCBEE214A40F949B54FC7031340
56;1433;Kudelstaart;Aalsmeer;Noord-Holland;111343,8895;472338,2275;111343,8895;472338,2275;4,74804624;52,2373802;4,74804624;52,2373802;0xE6100000010C03098A1F631E4A405917B7D100FE1240;0xE6100000010C03098A1F631E4A405917B7D100FE1240
57;1438;Oude Meer;Haarlemmermeer;Noord-Holland;113716,682;477794,8521;113716,682;477794,8521;4,7821643;52,28659999;4,7821643;52,28659999;0xE6100000010C4D840D4FAF244A401BF5108DEE201340;0xE6100000010C4D840D4FAF244A401BF5108DEE201340
58;1442;Purmerend;Purmerend;Noord-Holland;126596,2104;503020,9477;126758,7539;502001,1978;4,968779055;52,51413497;4,971246645;52,50494864;0xE6100000010CD26F5F07CE414A40551344DD07E01340;0xE6100000010C0DE02D90A0404A40C3F5285C8FE21340
59;1445;Purmerend;Purmerend;Noord-Holland;127481,3829;501708,2603;126758,7539;502001,1978;4,98194096;52,50238836;4,971246645;52,50494864;0xE6100000010C55C1A8A44E404A407689EAAD81ED1340;0xE6100000010C0DE02D90A0404A40C3F5285C8FE21340
60;1446;Purmerend;Purmerend;Noord-Holland;128589,7575;502937,2373;126758,7539;502001,1978;4,998139695;52,51349477;4,971246645;52,50494864;0xE6100000010C7D3F355EBA414A405951836918FE1340;0xE6100000010C0DE02D90A0404A40C3F5285C8FE21340
61;1464;Westbeemster;Beemster;Noord-Holland;119855,0454;507348,4924;119855,0454;507348,4924;4,86896145;52,55268175;4,86896145;52,55268175;0xE6100000010CE63FA4DFBE464A40EF2076A6D0791340;0xE6100000010CE63FA4DFBE464A40EF2076A6D0791340
62;1474;Oosthuizen;Edam-Volendam;Noord-Holland;129025,4364;509463,5925;129025,4364;509463,5925;5,004075025;52,57211363;5,004075025;52,57211363;0xE6100000010C5305A3923A494A404E452A8C2D041440;0xE6100000010C5305A3923A494A404E452A8C2D041440
63;1476;Schardam;Edam-Volendam;Noord-Holland;129808,7444;512230,7916;129808,7444;512230,7916;5,01540729;52,59704265;5,01540729;52,59704265;0xE6100000010C23DBF97E6A4C4A401D2098A3C70F1440;0xE6100000010C23DBF97E6A4C4A401D2098A3C70F1440
64;1486;West-Graftdijk;Alkmaar;Noord-Holland;115132,7299;508184,6088;115132,7299;508184,6088;4,799366605;52,55981399;4,799366605;52,55981399;0xE6100000010C8126C286A7474A40349D9D0C8E321340;0xE6100000010C8126C286A7474A40349D9D0C8E321340
65;1488;Starnmeer;Alkmaar;Noord-Holland;115171,1127;505789,3843;115171,1127;505789,3843;4,800183935;52,53825353;4,800183935;52,53825353;0xE6100000010CE9B7AF03E7444A4033A7CB6262331340;0xE6100000010CE9B7AF03E7444A4033A7CB6262331340
66;1503;Zaandam;Zaanstad;Noord-Holland;117905,8473;495696,5063;116668,7137;495974,0367;4,84157235;52,44775809;4,823604915;52,45023996;0xE6100000010C0C93A98251394A40CB2DAD86C45D1340;0xE6100000010C61545227A0394A4041F163CC5D4B1340
67;1509;Zaandam;Zaanstad;Noord-Holland;117220,3298;498376,9979;116668,7137;495974,0367;4,83118761;52,47180319;4,823604915;52,45023996;0xE6100000010C5C2041F1633C4A40890CAB7823531340;0xE6100000010C61545227A0394A4041F163CC5D4B1340
68;1525;Wormerveer;Zaanstad;Noord-Holland;113918,1976;503256,7973;114549,8314;501332,3845;4,781970755;52,51543346;4,791648725;52,49819637;0xE6100000010CE02D90A0F8414A40FFCF61BEBC201340;0xE6100000010C006F8104C53F4A407B832F4CA62A1340
69;1541;Zaandam;Zaanstad;Noord-Holland;115332,6613;497307,7203;116668,7137;495974,0367;4,803511795;52,46207562;4,823604915;52,45023996;0xE6100000010CA5BDC117263B4A402D095053CB361340;0xE6100000010C61545227A0394A4041F163CC5D4B1340
70;1541;Zaandijk;Zaanstad;Noord-Holland;115332,6613;497307,7203;115257,4052;498714,488;4,803511795;52,46207562;4,802266215;52,47472059;0xE6100000010CA5BDC117263B4A402D095053CB361340;0xE6100000010CA2B437F8C23C4A40683F524486351340
71;1566;Assendelft;Zaanstad;Noord-Holland;110221,9146;497967,4909;110221,9146;497967,4909;4,72823335;52,46763859;4,72823335;52,46763859;0xE6100000010C07CE1951DA3B4A4044DD0720B5E91240;0xE6100000010C07CE1951DA3B4A4044DD0720B5E91240
72;1601;Enkhuizen;Enkhuizen;Noord-Holland;147726,9709;525454,278;147726,9709;525454,278;5,279611355;52,71641665;5,279611355;52,71641665;0xE6100000010C5D6DC5FEB25B4A40CA897615521E1540;0xE6100000010C5D6DC5FEB25B4A40CA897615521E1540
73;1607;Hem;Drechterland;Noord-Holland;141140,2572;519424,125;141140,2572;519424,125;5,182359575;52,66211503;5,182359575;52,66211503;0xE6100000010C3F575BB1BF544A40ED647094BCBA1440;0xE6100000010C3F575BB1BF544A40ED647094BCBA1440
74;1613;Grootebroek;Stede Broec;Noord-Holland;143841,7064;523487,9896;143841,7064;523487,9896;5,22215622;52,6986925;5,22215622;52,6986925;0xE6100000010C8CDB68006F594A40DDEA39E97DE31440;0xE6100000010C8CDB68006F594A40DDEA39E97DE31440
75;1614;Grootebroek;Stede Broec;Noord-Holland;142660,8063;523389,6663;143841,7064;523487,9896;5,20465939;52,69778902;5,22215622;52,6986925;0xE6100000010C0C93A98251594A408B321B6492D11440;0xE6100000010C8CDB68006F594A40DDEA39E97DE31440
76;1614;Lutjebroek;Stede Broec;Noord-Holland;142660,8063;523389,6663;142254,3129;523389,6663;5,20465939;52,69778902;5,198636115;52,69778902;0xE6100000010C0C93A98251594A408B321B6492D11440;0xE6100000010C0C93A98251594A40B3B5BE4868CB1440
77;1617;Westwoud;Drechterland;Noord-Holland;137676,294;521572,6443;137676,294;521572,6443;5,13103754;52,68129438;5,13103754;52,68129438;0xE6100000010CE561A1D634574A4011DF89592F861440;0xE6100000010CE561A1D634574A4011DF89592F861440
78;1621;Hoorn;Hoorn;Noord-Holland;133512,5031;517001,4966;133387,5624;517866,9729;5,069744715;52,64005551;5,067915185;52,64777993;0xE6100000010CB515FBCBEE514A4065E42CEC69471440;0xE6100000010CA52C431CEB524A402FFA0AD28C451440
79;1625;Hoorn;Hoorn;Noord-Holland;132583,3705;518739,366;133387,5624;517866,9729;5,05593118;52,65566301;5,067915185;52,64777993;0xE6100000010C5DFE43FAED534A400C76C3B645391440;0xE6100000010CA52C431CEB524A402FFA0AD28C451440
80;1633;Avenhorn;Koggenland;Noord-Holland;126537,3521;514481,4281;126537,3521;514481,4281;4,966955215;52,61702177;4,966955215;52,61702177;0xE6100000010CE5D022DBF94E4A40202922C32ADE1340;0xE6100000010CE5D022DBF94E4A40202922C32ADE1340
81;1641;Spierdijk;Koggenland;Noord-Holland;124661,2047;517448,779;124730,8905;518847,1378;4,938946;52,64368687;4,93983266;52,6562504;0xE6100000010CB537F8C264524A401A51DA1B7CC11340;0xE6100000010CB22E6EA301544A40DF32A7CB62C21340
82;1652;Zuidermeer;Koggenland;Noord-Holland;127366,1951;519525,9287;127366,1951;519525,9287;4,978770675;52,6624647;4,978770675;52,6624647;0xE6100000010CCDCCCCCCCC544A404339D1AE42EA1340;0xE6100000010CCDCCCCCCCC544A404339D1AE42EA1340
83;1657;Abbekerk;Medemblik;Noord-Holland;130133,1864;527245,1413;130133,1864;527245,1413;5,019072375;52,73200811;5,019072375;52,73200811;0xE6100000010C04560E2DB25D4A40C156091687131440;0xE6100000010C04560E2DB25D4A40C156091687131440
84;1658;Lambertschaag;Medemblik;Noord-Holland;130386,7528;528940,3787;130386,7528;528940,3787;5,02267432;52,74722157;5,02267432;52,74722157;0xE6100000010C1DC9E53FA45F4A40BA66F2CD36171440;0xE6100000010C1DC9E53FA45F4A40BA66F2CD36171440
85;1676;Twisk;Medemblik;Noord-Holland;132262,7565;528263,6835;132262,7565;528263,6835;5,050571795;52,74124606;5,050571795;52,74124606;0xE6100000010CC9E53FA4DF5E4A4087A2409FC8331440;0xE6100000010CC9E53FA4DF5E4A4087A2409FC8331440
86;1681;Zwaagdijk-Oost;Medemblik;Noord-Holland;138675,515;524351,4292;137014,2925;523618,5642;5,145686915;52,70633448;5,121173105;52,6996758;0xE6100000010C1895D409685A4A40BE6A65C22F951440;0xE6100000010C6F8104C58F594A4079060DFD137C1440
87;1686;Zwaagdijk-West;Medemblik;Noord-Holland;133060,659;521249,66;133060,659;521249,66;5,06281119;52,6782471;5,06281119;52,6782471;0xE6100000010CD712F241CF564A407172BF4351401440;0xE6100000010CD712F241CF564A407172BF4351401440
88;1687;Wognum;Medemblik;Noord-Holland;129857,5573;521799,3111;129857,5573;521799,3111;5,01536384;52,68300588;5,01536384;52,68300588;0xE6100000010C8195438B6C574A408FAA2688BA0F1440;0xE6100000010C8195438B6C574A408FAA2688BA0F1440
89;1715;Spanbroek;Opmeer;Noord-Holland;125274,1876;522832,1815;125274,1876;522832,1815;4,947584105;52,69211487;4,947584105;52,69211487;0xE6100000010CE3C798BB96584A40EE5F596952CA1340;0xE6100000010CE3C798BB96584A40EE5F596952CA1340
90;1722;Zuid-Scharwoude;Langedijk;Noord-Holland;115599,5723;522835,0952;115599,5723;522835,0952;4,80449399;52,69152164;4,80449399;52,69152164;0xE6100000010C8D976E1283584A400FD6FF39CC371340;0xE6100000010C8D976E1283584A400FD6FF39CC371340
91;1734;Oude Niedorp;Hollands Kroon;Noord-Holland;120837,4542;525847,6;120837,4542;525847,6;4,88157398;52,71894377;4,88157398;52,71894377;0xE6100000010C158C4AEA045C4A40F4893C49BA861340;0xE6100000010C158C4AEA045C4A40F4893C49BA861340
92;1752;Sint Maartensbrug;Schagen;Noord-Holland;109909,5976;533117,8744;109909,5976;533117,8744;4,718936105;52,78343815;4,718936105;52,78343815;0xE6100000010CDCD7817346644A401C25AFCE31E01240;0xE6100000010CDCD7817346644A401C25AFCE31E01240
93;1753;Sint Maartensvlotbrug;Schagen;Noord-Holland;108601,0195;534083,181;108601,0195;534083,181;4,69940648;52,7920258;4,69940648;52,7920258;0xE6100000010C4C37894160654A4040FB912232CC1240;0xE6100000010C4C37894160654A4040FB912232CC1240
94;1756;'t Zand;Schagen;Noord-Holland;112559,6599;538339,8417;112559,6599;538339,8417;4,75749595;52,83054097;4,75749595;52,83054097;0xE6100000010CFCA9F1D24D6A4A4048E17A14AE071340;0xE6100000010CFCA9F1D24D6A4A4048E17A14AE071340
95;1757;Oudesluis;Schagen;Noord-Holland;115826,7839;537428,4946;115826,7839;537428,4946;4,806145495;52,82270878;4,806145495;52,82270878;0xE6100000010CA835CD3B4E694A407DAEB6627F391340;0xE6100000010CA835CD3B4E694A407DAEB6627F391340
96;1769;Haringhuizen;Hollands Kroon;Noord-Holland;117270,5577;531299,7639;117270,5577;531299,7639;4,828153805;52,76767575;4,828153805;52,76767575;0xE6100000010CD1915CFE43624A40C7BAB88D06501340;0xE6100000010CD1915CFE43624A40C7BAB88D06501340
97;1771;Wieringerwerf;Hollands Kroon;Noord-Holland;132924,8822;540659,7441;132924,8822;540659,7441;5,05956299;52,85269331;5,05956299;52,85269331;0xE6100000010C4CA60A46256D4A405B99F04BFD3C1440;0xE6100000010C4CA60A46256D4A405B99F04BFD3C1440
98;1779;Hippolytushoef;Hollands Kroon;Noord-Holland;131551,6797;549868,6678;127911,8295;547322,99;5,038417295;52,93540386;4,984544975;52,91227863;0xE6100000010CD656EC2FBB774A409E0C8E9257271440;0xE6100000010C0612143FC6744A40556AF6402BF01340
99;1784;Den Helder;Den Helder;Noord-Holland;112007,9441;550115,0337;112803,8765;549989,5998;4,74774979;52,9364157;4,75983582;52,93541251;0xE6100000010CB9FC87F4DB774A4004560E2DB2FD1240;0xE6100000010CD656EC2FBB774A4043C5387F130A1340
100;1794;Oosterend;Texel;Noord-Holland;120559,0434;567388,4358;120559,0434;567388,4358;4,87302057;53,09223879;4,87302057;53,09223879;0xE6100000010C7958A835CD8B4A40040473F4F87D1340;0xE6100000010C7958A835CD8B4A40040473F4F87D1340
101;1797;Den Hoorn;Texel;Noord-Holland;113198,5475;560273,5843;113198,5475;560273,5843;4,764074675;53,02777386;4,764074675;53,02777386;0xE6100000010C166A4DF38E834A403C6BB75D680E1340;0xE6100000010C166A4DF38E834A403C6BB75D680E1340
102;1812;Alkmaar;Alkmaar;Noord-Holland;112725,2688;514575,9574;112135,0299;516700,2714;4,762950475;52,61709112;4,753884765;52,63611371;0xE6100000010C492EFF21FD4E4A40CCEEC9C3420D1340;0xE6100000010C287E8CB96B514A40156F641EF9031340
103;1813;Alkmaar;Alkmaar;Noord-Holland;112066,8257;515001,0683;112135,0299;516700,2714;4,753241205;52,62083796;4,753884765;52,63611371;0xE6100000010CACADD85F764F4A40FA27B85851031340;0xE6100000010C287E8CB96B514A40156F641EF9031340
104;1822;Alkmaar;Alkmaar;Noord-Holland;114051,3287;518090,4343;112135,0299;516700,2714;4,78208094;52,64872139;4,753884765;52,63611371;0xE6100000010C2575029A08534A40376C5B94D9201340;0xE6100000010C287E8CB96B514A40156F641EF9031340
105;1823;Alkmaar;Alkmaar;Noord-Holland;112683,8107;516891,0532;112135,0299;516700,2714;4,762031155;52,63791967;4,753884765;52,63611371;0xE6100000010C280F0BB5A6514A409548A297510C1340;0xE6100000010C287E8CB96B514A40156F641EF9031340
